RoundID,MatchID,Team Initials,Coach Name,Line-up,Shirt Number,Player Name,Position,Event,
255951,300186487,CHI,SAMPAOLI Jorge (ARG),S,4,ISLA,,,2014
255951,300186487,BRA,SCOLARI Luiz Felipe (BRA),S,4,DAVID LUIZ,,G18',2014
255951,300186487,CHI,SAMPAOLI Jorge (ARG),S,5,SILVA,,Y40',2014
255951,300186487,BRA,SCOLARI Luiz Felipe (BRA),S,5,FERNANDINHO,,O72',2014
255951,300186487,CHI,SAMPAOLI Jorge (ARG),S,7,ALEXIS,,G32',2014
255951,300186487,BRA,SCOLARI Luiz Felipe (BRA),S,6,MARCELO,,,2014
255951,300186487,CHI,SAMPAOLI Jorge (ARG),S,8,VIDAL,,O87',2014
255951,300186487,BRA,SCOLARI Luiz Felipe (BRA),S,7,HULK,,Y55',2014
255951,300186487,CHI,SAMPAOLI Jorge (ARG),S,11,VARGAS,,O57',2014
255951,300186487,BRA,SCOLARI Luiz Felipe (BRA),S,9,FRED,,O64',2014
255951,300186487,CHI,SAMPAOLI Jorge (ARG),S,17,MEDEL,,O108',2014
255951,300186487,BRA,SCOLARI Luiz Felipe (BRA),S,10,NEYMAR JR,,,2014
255951,300186487,CHI,SAMPAOLI Jorge (ARG),S,18,JARA,,,2014
255951,300186487,BRA,SCOLARI Luiz Felipe (BRA),S,11,OSCAR,,O106',2014
